COURSE,F18_LEARNING,E18_LEARNING,F19_LEARNING,E19_LEARNING,F20_LEARNING,E20_LEARNING,F21_LEARNING,E21_LEARNING,F22_LEARNING,F18_MOTIVATION,E18_MOTIVATION,F19_MOTIVATION,E19_MOTIVATION,F20_MOTIVATION,E20_MOTIVATION,F21_MOTIVATION,E21_MOTIVATION,F22_MOTIVATION,F18_FEEDBACK,E18_FEEDBACK,F19_FEEDBACK,E19_FEEDBACK,F20_FEEDBACK,E20_FEEDBACK,F21_FEEDBACK,E21_FEEDBACK,F22_FEEDBACK,F18_WORKLOAD,E18_WORKLOAD,F19_WORKLOAD,E19_WORKLOAD,F20_WORKLOAD,E20_WORKLOAD,F21_WORKLOAD,E21_WORKLOAD,F22_WORKLOAD
01901,"[5, 12, 19, 45, 61]","[11, 35, 73, 146, 212]","[3, 12, 30, 52, 47]","[11, 35, 81, 152, 168]","[3, 7, 21, 58, 57]","[7, 17, 63, 123, 213]","[6, 7, 17, 27, 52]","[7, 27, 68, 148, 151]","[3, 8, 24, 38, 41]","[5, 13, 24, 48, 52]","[16, 42, 95, 190, 132]","[2, 15, 40, 54, 32]","[33, 45, 139, 143, 86]","[4, 11, 43, 52, 36]","[13, 44, 104, 144, 118]","[8, 17, 18, 36, 29]","[22, 54, 123, 120, 72]","[7, 19, 25, 38, 21]","[11, 21, 49, 30, 30]","[34, 74, 155, 133, 81]","[9, 28, 44, 38, 23]","[27, 59, 106, 123, 129]","[2, 19, 44, 41, 39]","[12, 40, 102, 124, 146]","[10, 9, 20, 31, 37]","[12, 39, 99, 133, 108]","[6, 10, 30, 28, 35]","[4, 19, 76, 27, 15]","[13, 73, 256, 102, 29]","[2, 22, 74, 39, 6]","[11, 61, 199, 125, 51]","[3, 11, 59, 50, 23]","[9, 62, 179, 128, 46]","[2, 9, 49, 36, 11]","[9, 61, 138, 124, 56]","[2, 8, 50, 36, 12]"
01904,,"[5, 9, 23, 9, 4]",,"[14, 14, 16, 10, 3]",,"[27, 22, 18, 10, 7]",,"[9, 18, 21, 27, 12]",,,"[8, 11, 19, 9, 3]",,"[18, 18, 11, 8, 2]",,"[33, 28, 14, 5, 4]",,"[16, 25, 21, 15, 7]",,,"[12, 18, 15, 3, 1]",,"[11, 8, 12, 17, 9]",,"[10, 11, 28, 21, 14]",,"[3, 12, 32, 27, 10]",,,"[5, 11, 25, 8, 1]",,"[3, 11, 25, 12, 6]",,"[8, 17, 36, 15, 8]",,"[4, 11, 36, 21, 12]",
01920,"[3, 8, 30, 76, 119]","[2, 9, 24, 45, 59]","[3, 12, 33, 60, 57]","[2, 10, 29, 65, 61]","[7, 15, 67, 70, 86]","[2, 7, 19, 57, 37]","[4, 12, 22, 49, 65]","[0, 3, 16, 42, 45]","[2, 11, 36, 84, 76]","[9, 23, 35, 82, 85]","[5, 7, 33, 47, 47]","[7, 20, 45, 58, 33]","[5, 10, 53, 55, 43]","[22, 38, 62, 79, 44]","[13, 10, 30, 49, 20]","[9, 23, 34, 44, 38]","[1, 11, 35, 38, 21]","[8, 16, 66, 73, 40]","[10, 23, 62, 82, 58]","[6, 7, 50, 44, 32]","[10, 15, 50, 50, 37]","[8, 13, 37, 46, 63]","[15, 20, 57, 85, 65]","[10, 8, 22, 44, 38]","[2, 14, 25, 47, 61]","[1, 14, 17, 37, 37]","[0, 5, 40, 75, 83]","[4, 38, 148, 38, 7]","[7, 28, 74, 26, 4]","[8, 22, 97, 25, 12]","[5, 15, 80, 49, 17]","[10, 23, 114, 63, 34]","[3, 10, 54, 33, 21]","[5, 15, 63, 49, 17]","[1, 10, 47, 32, 16]","[4, 25, 90, 69, 14]"
02101,,"[6, 11, 23, 36, 29]",,"[1, 10, 15, 40, 42]",,"[7, 15, 26, 54, 50]",,"[15, 26, 32, 44, 20]",,,"[9, 20, 26, 33, 18]",,"[6, 15, 21, 35, 31]",,"[9, 27, 31, 54, 30]",,"[24, 29, 27, 40, 14]",,,"[9, 25, 29, 32, 11]",,"[3, 14, 19, 39, 33]",,"[4, 24, 24, 61, 39]",,"[9, 22, 36, 49, 16]",,,"[2, 14, 53, 24, 13]",,"[6, 24, 38, 26, 14]",,"[14, 27, 59, 40, 12]",,"[12, 26, 53, 31, 11]",
02102,"[0, 1, 10, 14, 23]",,"[0, 2, 8, 15, 12]",,"[3, 3, 8, 10, 23]",,"[0, 2, 5, 11, 20]",,"[0, 5, 14, 16, 14]","[0, 3, 12, 16, 17]",,"[0, 3, 10, 16, 8]",,"[2, 9, 7, 17, 12]",,"[0, 1, 10, 13, 14]",,"[1, 4, 12, 20, 12]","[0, 5, 13, 17, 12]",,"[0, 4, 14, 13, 6]",,"[2, 3, 11, 17, 14]",,"[0, 1, 6, 13, 17]",,"[1, 5, 5, 19, 19]","[3, 13, 21, 9, 2]",,"[5, 6, 19, 6, 1]",,"[4, 9, 25, 9, 0]",,"[1, 8, 20, 5, 3]",,"[2, 7, 29, 8, 3]"
02105,"[1, 3, 11, 30, 44]",,"[0, 2, 9, 37, 49]",,"[1, 3, 21, 39, 53]",,"[1, 8, 26, 39, 52]",,"[1, 6, 17, 48, 76]","[0, 8, 13, 36, 32]",,"[2, 8, 13, 33, 41]",,"[3, 8, 19, 48, 39]",,"[11, 15, 27, 38, 33]",,"[11, 9, 17, 53, 58]","[2, 10, 26, 31, 19]",,"[3, 8, 20, 37, 29]",,"[2, 11, 26, 34, 44]",,"[25, 31, 33, 22, 13]",,"[7, 13, 25, 52, 51]","[9, 22, 39, 15, 4]",,"[2, 17, 56, 17, 5]",,"[4, 16, 70, 26, 1]",,"[2, 28, 66, 18, 11]",,"[5, 22, 80, 35, 6]"
02110,,"[0, 1, 4, 14, 23]",,"[0, 1, 4, 16, 47]",,"[0, 5, 8, 15, 29]",,"[0, 0, 7, 18, 42]",,,"[1, 2, 6, 21, 12]",,"[3, 1, 6, 22, 36]",,"[2, 3, 12, 17, 23]",,"[2, 6, 8, 23, 26]",,,"[0, 3, 10, 10, 19]",,"[0, 2, 5, 9, 51]",,"[1, 6, 5, 13, 32]",,"[0, 4, 10, 27, 24]",,,"[1, 12, 17, 10, 2]",,"[0, 8, 23, 27, 10]",,"[0, 4, 31, 18, 4]",,"[2, 5, 23, 22, 13]",
02121,,"[2, 6, 6, 8, 5]",,"[1, 1, 5, 11, 10]",,"[1, 6, 6, 14, 5]",,"[1, 3, 8, 4, 3]",,,"[4, 5, 11, 4, 3]",,"[2, 4, 9, 8, 5]",,"[4, 4, 9, 9, 6]",,"[1, 5, 6, 5, 1]",,,"[5, 7, 9, 3, 3]",,"[1, 6, 9, 7, 5]",,"[3, 9, 4, 11, 5]",,"[4, 4, 7, 3, 1]",,,"[2, 8, 13, 4, 0]",,"[1, 7, 14, 5, 1]",,"[5, 14, 10, 3, 0]",,"[4, 7, 7, 1, 0]",
02122,"[0, 0, 0, 2, 7]",,"[0, 0, 1, 4, 16]",,"[0, 0, 3, 4, 2]",,"[0, 1, 2, 6, 1]",,"[0, 2, 3, 2, 7]","[0, 0, 3, 3, 2]",,"[0, 1, 5, 5, 10]",,"[1, 3, 1, 2, 2]",,"[2, 0, 0, 7, 1]",,"[0, 2, 3, 2, 6]","[2, 0, 4, 1, 1]",,"[0, 2, 5, 6, 8]",,"[0, 0, 1, 3, 5]",,"[1, 1, 0, 3, 5]",,"[2, 1, 2, 7, 2]","[0, 0, 3, 6, 0]",,"[0, 0, 13, 5, 3]",,"[0, 3, 5, 1, 0]",,"[0, 2, 8, 0, 0]",,"[1, 4, 6, 2, 1]"
02128,"[1, 0, 2, 6, 6]",,"[0, 1, 1, 5, 6]",,"[0, 0, 2, 6, 2]",,"[1, 1, 3, 3, 2]",,"[0, 0, 0, 5, 4]","[0, 3, 8, 3, 1]",,"[1, 4, 4, 2, 2]",,"[0, 4, 3, 3, 0]",,"[1, 3, 5, 1, 0]",,"[0, 1, 1, 5, 2]","[0, 1, 11, 2, 1]",,"[1, 2, 4, 5, 1]",,"[2, 2, 2, 4, 0]",,"[1, 1, 1, 4, 3]",,"[0, 0, 0, 6, 3]","[1, 3, 10, 1, 0]",,"[0, 4, 6, 3, 0]",,"[0, 1, 6, 2, 1]",,"[0, 3, 4, 1, 2]",,"[1, 4, 2, 0, 2]"
02132,,"[0, 1, 6, 18, 22]",,"[8, 7, 9, 4, 11]",,"[0, 0, 0, 7, 29]",,"[0, 0, 2, 9, 36]",,,"[3, 17, 13, 9, 4]",,"[12, 6, 3, 10, 8]",,"[0, 0, 1, 10, 24]",,"[1, 0, 2, 9, 35]",,,"[2, 4, 12, 25, 4]",,"[5, 9, 6, 11, 8]",,"[1, 0, 4, 15, 16]",,"[1, 4, 1, 14, 27]",,,"[0, 2, 18, 22, 5]",,"[0, 2, 11, 15, 11]",,"[0, 5, 26, 5, 0]",,"[0, 13, 26, 4, 4]",
02135,,"[0, 1, 4, 12, 5]",,"[0, 2, 6, 6, 10]",,"[0, 1, 1, 2, 8]",,"[0, 0, 0, 12, 16]","[0, 0, 3, 14, 12]",,"[0, 3, 6, 8, 5]",,"[0, 0, 6, 5, 13]",,"[0, 0, 2, 4, 6]",,"[0, 0, 3, 11, 14]","[0, 2, 6, 11, 10]",,"[0, 6, 4, 7, 5]",,"[0, 0, 4, 7, 13]",,"[0, 0, 2, 3, 7]",,"[0, 0, 0, 10, 18]","[0, 1, 4, 13, 10]",,"[0, 4, 14, 3, 0]",,"[1, 3, 20, 0, 0]",,"[0, 1, 8, 1, 2]",,"[1, 4, 17, 4, 2]","[0, 2, 17, 6, 4]"
02138,,"[2, 0, 11, 11, 20]",,"[2, 4, 9, 11, 26]",,"[0, 1, 5, 18, 26]",,"[2, 1, 13, 17, 15]",,,"[3, 6, 12, 18, 5]",,"[5, 9, 8, 15, 15]",,"[3, 4, 14, 13, 16]",,"[5, 7, 11, 18, 7]",,,"[4, 3, 17, 11, 8]",,"[1, 4, 18, 13, 16]",,"[3, 4, 4, 20, 19]",,"[1, 3, 9, 20, 15]",,,"[3, 5, 23, 10, 3]",,"[0, 8, 15, 17, 12]",,"[0, 10, 22, 14, 3]",,"[0, 6, 19, 15, 7]",
02139,"[0, 3, 15, 9, 4]",,"[3, 3, 8, 6, 3]",,"[2, 3, 6, 15, 12]",,"[0, 1, 6, 9, 9]",,"[0, 4, 7, 17, 9]","[2, 6, 15, 7, 1]",,"[9, 3, 5, 5, 1]",,"[1, 2, 7, 12, 16]",,"[0, 2, 3, 11, 9]",,"[1, 2, 8, 13, 9]","[2, 9, 11, 5, 4]",,"[6, 7, 4, 4, 2]",,"[2, 5, 16, 7, 8]",,"[0, 6, 6, 7, 6]",,"[2, 6, 16, 7, 2]","[1, 4, 20, 6, 0]",,"[0, 2, 17, 2, 2]",,"[1, 8, 20, 9, 0]",,"[3, 7, 13, 2, 0]",,"[4, 6, 15, 7, 1]"
02141,"[0, 1, 5, 13, 1]",,"[2, 5, 8, 5, 9]",,"[0, 6, 5, 7, 7]",,"[2, 3, 8, 13, 6]",,"[1, 3, 9, 19, 16]","[2, 8, 7, 3, 0]",,"[6, 12, 3, 5, 3]",,"[5, 3, 8, 6, 3]",,"[6, 11, 9, 3, 3]",,"[5, 12, 11, 12, 7]","[4, 2, 6, 8, 0]",,"[13, 7, 4, 4, 1]",,"[8, 2, 10, 3, 2]",,"[3, 11, 7, 7, 4]",,"[7, 5, 13, 14, 8]","[0, 2, 10, 8, 0]",,"[0, 4, 14, 8, 3]",,"[0, 1, 12, 9, 3]",,"[1, 3, 11, 12, 6]",,"[2, 10, 20, 10, 5]"
02148,,"[0, 1, 3, 8, 3]",,"[0, 0, 1, 5, 2]",,"[1, 1, 2, 4, 5]",,"[0, 3, 1, 5, 2]",,,"[0, 1, 4, 8, 2]",,"[0, 0, 0, 4, 4]",,"[0, 1, 2, 5, 5]",,"[0, 1, 3, 2, 4]",,,"[1, 1, 9, 2, 2]",,"[1, 0, 2, 3, 2]",,"[3, 1, 3, 1, 5]",,"[2, 2, 1, 4, 1]",,,"[0, 1, 10, 2, 2]",,"[0, 1, 5, 2, 0]",,"[0, 3, 7, 1, 2]",,"[1, 4, 4, 1, 0]",
02155,,"[1, 2, 6, 11, 11]",,"[0, 2, 6, 5, 4]",,"[0, 3, 4, 8, 8]",,"[1, 2, 9, 20, 7]",,,"[3, 4, 9, 8, 7]",,"[1, 4, 4, 3, 5]",,"[3, 4, 5, 3, 8]",,"[6, 4, 15, 9, 5]",,,"[3, 5, 7, 10, 5]",,"[1, 3, 6, 4, 3]",,"[1, 0, 4, 10, 8]",,"[1, 7, 4, 22, 4]",,,"[0, 3, 17, 7, 4]",,"[1, 2, 11, 1, 2]",,"[0, 0, 16, 6, 1]",,"[2, 4, 23, 8, 1]",
02156,,"[0, 2, 3, 10, 2]",,"[0, 0, 1, 4, 8]",,"[0, 2, 3, 8, 4]",,"[0, 3, 4, 12, 7]",,,"[0, 2, 6, 5, 4]",,"[0, 0, 4, 2, 7]",,"[2, 3, 6, 4, 2]",,"[1, 6, 3, 8, 8]",,,"[1, 3, 1, 6, 5]",,"[0, 1, 0, 4, 8]",,"[0, 0, 0, 11, 6]",,"[0, 1, 0, 5, 20]",,,"[1, 6, 6, 3, 1]",,"[0, 0, 11, 1, 1]",,"[0, 2, 13, 2, 0]",,"[1, 8, 13, 4, 0]",
02157,,"[1, 2, 8, 27, 20]",,"[5, 8, 11, 15, 17]",,"[4, 9, 13, 22, 15]",,"[11, 9, 21, 30, 19]",,,"[8, 4, 8, 22, 16]",,"[11, 15, 12, 13, 5]",,"[9, 17, 16, 15, 5]",,"[25, 15, 18, 21, 10]",,,"[5, 13, 19, 14, 7]",,"[8, 8, 9, 20, 11]",,"[22, 21, 12, 4, 4]",,"[43, 18, 19, 4, 5]",,,"[1, 10, 27, 14, 6]",,"[2, 5, 26, 12, 10]",,"[3, 9, 22, 18, 11]",,"[5, 12, 29, 24, 18]",
02158,,"[0, 1, 7, 7, 3]",,"[2, 2, 5, 5, 8]",,"[0, 1, 3, 7, 5]",,"[1, 2, 1, 5, 13]",,,"[1, 2, 8, 5, 2]",,"[5, 2, 5, 6, 4]",,"[1, 0, 4, 9, 2]",,"[4, 0, 2, 10, 6]",,,"[1, 5, 5, 6, 0]",,"[5, 2, 4, 6, 5]",,"[0, 1, 1, 5, 9]",,"[1, 1, 0, 6, 14]",,,"[0, 4, 8, 6, 0]",,"[1, 0, 6, 10, 5]",,"[0, 0, 9, 6, 1]",,"[0, 0, 5, 9, 6]",
02159,,"[0, 1, 2, 5, 2]",,"[0, 4, 4, 6, 10]",,"[1, 2, 5, 9, 7]",,"[0, 3, 3, 7, 8]",,,"[1, 1, 2, 4, 2]",,"[2, 3, 5, 5, 9]",,"[2, 5, 2, 7, 8]",,"[1, 2, 4, 6, 8]",,,"[0, 2, 5, 2, 1]",,"[5, 4, 6, 5, 4]",,"[3, 8, 6, 1, 6]",,"[1, 9, 5, 4, 2]",,,"[0, 1, 8, 1, 0]",,"[0, 4, 10, 5, 4]",,"[0, 1, 4, 11, 8]",,"[0, 0, 10, 8, 3]",
02160,"[0, 0, 2, 3, 7]",,"[1, 0, 4, 7, 8]",,"[0, 0, 4, 6, 6]",,"[0, 0, 1, 3, 7]",,"[0, 1, 1, 2, 9]","[0, 1, 1, 6, 4]",,"[1, 1, 5, 10, 3]",,"[0, 1, 3, 5, 6]",,"[0, 0, 2, 3, 6]",,"[0, 0, 2, 3, 8]","[0, 3, 2, 2, 5]",,"[1, 4, 6, 2, 7]",,"[0, 1, 2, 6, 7]",,"[0, 0, 1, 0, 10]",,"[1, 0, 5, 2, 5]","[1, 0, 5, 4, 2]",,"[3, 1, 9, 6, 1]",,"[0, 0, 5, 9, 2]",,"[0, 0, 5, 4, 2]",,"[0, 1, 4, 3, 5]"
02161,"[5, 7, 13, 11, 4]",,"[7, 14, 6, 3, 2]",,"[0, 4, 16, 17, 6]",,"[6, 4, 11, 11, 6]",,"[6, 7, 13, 16, 4]","[17, 6, 6, 8, 3]",,"[9, 13, 6, 3, 1]",,"[4, 14, 13, 9, 3]",,"[8, 12, 7, 8, 2]",,"[11, 12, 15, 6, 2]","[8, 17, 11, 2, 2]",,"[11, 12, 5, 3, 1]",,"[4, 14, 10, 8, 7]",,"[10, 6, 11, 9, 1]",,"[8, 9, 22, 6, 1]","[2, 6, 25, 6, 1]",,"[4, 7, 15, 6, 0]",,"[2, 9, 31, 1, 0]",,"[5, 6, 21, 3, 2]",,"[2, 10, 25, 8, 1]"
02162,,"[2, 1, 8, 2, 1]",,"[0, 0, 5, 6, 1]",,"[0, 3, 1, 6, 2]",,,,,"[7, 2, 3, 2, 0]",,"[1, 1, 2, 6, 2]",,"[3, 5, 0, 4, 0]",,,,,"[3, 5, 3, 2, 1]",,"[0, 1, 2, 3, 6]",,"[0, 0, 2, 5, 5]",,,,,"[0, 0, 4, 4, 6]",,"[0, 1, 1, 5, 5]",,"[0, 0, 6, 2, 4]",,,
02170,"[0, 2, 13, 22, 18]",,"[1, 7, 2, 14, 8]",,"[0, 5, 6, 22, 25]",,"[0, 5, 2, 23, 24]",,"[0, 1, 8, 35, 28]","[2, 6, 13, 13, 21]",,"[2, 4, 8, 9, 9]",,"[1, 5, 9, 22, 21]",,"[0, 4, 11, 16, 23]",,"[0, 5, 12, 26, 28]","[5, 10, 19, 13, 8]",,"[1, 3, 11, 8, 8]",,"[1, 5, 10, 21, 21]",,"[6, 9, 14, 12, 13]",,"[1, 7, 24, 27, 12]","[2, 20, 29, 4, 0]",,"[6, 8, 14, 4, 0]",,"[2, 10, 45, 1, 0]",,"[8, 8, 26, 9, 3]",,"[7, 25, 30, 5, 4]"
02180,"[2, 3, 6, 6, 10]",,"[0, 3, 10, 30, 19]",,"[0, 6, 9, 26, 19]",,"[0, 1, 1, 24, 20]",,"[0, 4, 10, 43, 26]","[1, 3, 6, 10, 7]",,"[1, 6, 12, 24, 19]",,"[1, 6, 13, 24, 16]",,"[0, 6, 9, 16, 15]",,"[2, 5, 10, 41, 24]","[2, 7, 8, 8, 2]",,"[10, 18, 18, 9, 7]",,"[7, 13, 19, 14, 6]",,"[1, 3, 12, 17, 13]",,"[5, 11, 19, 31, 16]","[2, 3, 19, 3, 0]",,"[3, 10, 29, 14, 6]",,"[0, 1, 31, 21, 7]",,"[0, 5, 17, 19, 3]",,"[2, 9, 35, 31, 4]"
02182,,,,,,,"[0, 3, 2, 4, 0]",,"[1, 1, 3, 3, 4]",,,,,,,"[0, 2, 3, 4, 0]",,"[4, 1, 1, 3, 3]",,,,,,,"[1, 0, 1, 6, 1]",,"[0, 1, 1, 5, 5]",,,,,,,"[0, 3, 3, 3, 0]",,"[0, 0, 1, 6, 5]"
02191,,"[0, 0, 1, 1, 3]",,"[0, 0, 1, 1, 4]",,"[1, 0, 1, 3, 4]",,"[3, 0, 2, 5, 5]",,,"[0, 0, 1, 2, 2]",,"[0, 0, 1, 1, 4]",,"[0, 1, 2, 2, 4]",,"[4, 2, 3, 3, 3]",,,"[0, 0, 2, 1, 2]",,"[0, 0, 1, 3, 2]",,"[2, 1, 2, 0, 4]",,"[2, 8, 1, 4, 0]",,,"[0, 0, 5, 0, 0]",,"[0, 0, 3, 3, 0]",,"[0, 0, 3, 3, 3]",,"[0, 1, 8, 4, 2]",
02192,,,"[0, 0, 2, 2, 0]",,"[2, 7, 4, 4, 5]",,"[2, 1, 2, 3, 4]",,"[0, 5, 2, 2, 6]",,,"[1, 1, 1, 0, 1]",,"[7, 4, 1, 6, 4]",,"[2, 2, 1, 3, 4]",,"[1, 4, 2, 2, 6]",,,"[2, 0, 1, 1, 0]",,"[0, 4, 5, 9, 4]",,"[1, 5, 1, 3, 2]",,"[4, 5, 3, 0, 3]",,,"[0, 0, 2, 0, 2]",,"[0, 2, 10, 9, 1]",,"[0, 2, 4, 6, 0]",,"[0, 3, 7, 2, 3]"
02193,,,"[1, 1, 0, 4, 4]",,"[3, 1, 2, 8, 4]",,"[0, 1, 4, 5, 7]",,"[1, 0, 1, 0, 4]",,,"[2, 0, 2, 3, 3]",,"[2, 3, 1, 4, 8]",,"[0, 2, 3, 6, 6]",,"[1, 0, 0, 2, 3]",,,"[2, 3, 3, 2, 0]",,"[8, 3, 4, 2, 1]",,"[4, 1, 4, 4, 4]",,"[1, 2, 1, 1, 1]",,,"[0, 2, 2, 3, 3]",,"[0, 2, 8, 6, 2]",,"[1, 5, 7, 2, 2]",,"[1, 1, 3, 1, 0]"
02203,,"[0, 0, 2, 5, 7]",,"[1, 0, 1, 3, 8]",,"[0, 0, 3, 3, 2]",,"[0, 0, 2, 7, 8]",,,"[0, 0, 3, 5, 6]",,"[1, 0, 0, 6, 6]",,"[0, 0, 1, 3, 4]",,"[0, 0, 3, 6, 8]",,,"[1, 0, 6, 4, 3]",,"[0, 1, 1, 3, 8]",,"[0, 0, 1, 3, 4]",,"[0, 0, 1, 4, 12]",,,"[0, 3, 5, 4, 2]",,"[0, 1, 6, 4, 2]",,"[0, 1, 3, 3, 1]",,"[0, 1, 12, 2, 2]",
02204,"[0, 0, 0, 0, 2]",,,,"[0, 0, 0, 1, 4]",,,,"[0, 0, 0, 0, 3]","[0, 0, 0, 0, 2]",,,,"[0, 0, 1, 1, 3]",,,,"[0, 0, 0, 0, 3]","[0, 0, 1, 1, 0]",,,,"[0, 1, 0, 2, 2]",,,,"[0, 0, 0, 0, 3]","[0, 0, 2, 0, 0]",,,,"[0, 0, 4, 1, 0]",,,,"[0, 2, 1, 0, 0]"
02205,"[0, 0, 2, 1, 3]",,"[0, 0, 0, 2, 4]",,"[0, 1, 1, 3, 1]",,"[4, 0, 2, 2, 1]",,"[0, 2, 0, 1, 0]","[0, 2, 3, 1, 0]",,"[0, 0, 2, 1, 3]",,"[0, 2, 1, 3, 0]",,"[3, 2, 2, 2, 0]",,"[1, 2, 0, 0, 0]","[0, 0, 2, 3, 1]",,"[0, 1, 2, 2, 1]",,"[0, 2, 2, 1, 1]",,"[2, 2, 1, 3, 1]",,"[0, 1, 1, 1, 0]","[0, 0, 1, 2, 3]",,"[1, 0, 3, 1, 1]",,"[0, 0, 2, 3, 1]",,"[1, 0, 2, 2, 4]",,"[0, 0, 0, 2, 1]"
02209,,"[0, 1, 0, 1, 1]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 1, 3]",,,,,"[0, 1, 0, 1, 1]",,"[0, 0, 0, 0, 0]",,"[0, 0, 1, 2, 1]",,,,,"[0, 1, 1, 0, 1]",,"[0, 0, 0, 0, 0]",,"[0, 0, 0, 3, 1]",,,,,"[0, 0, 2, 1, 0]",,"[0, 0, 0, 0, 0]",,"[0, 0, 3, 1, 0]",,,
02211,"[0, 0, 0, 3, 4]",,"[0, 0, 1, 2, 4]",,"[0, 0, 0, 2, 4]",,"[0, 0, 2, 1, 3]",,"[1, 2, 1, 2, 1]","[0, 1, 1, 2, 3]",,"[0, 1, 0, 5, 1]",,"[0, 0, 1, 3, 2]",,"[1, 0, 1, 3, 1]",,"[1, 2, 1, 1, 2]","[0, 2, 1, 3, 1]",,"[0, 2, 1, 2, 2]",,"[0, 0, 1, 1, 4]",,"[0, 1, 2, 2, 1]",,"[0, 1, 3, 2, 1]","[0, 0, 1, 5, 1]",,"[1, 0, 2, 1, 3]",,"[0, 0, 3, 0, 3]",,"[0, 0, 2, 1, 3]",,"[0, 0, 3, 1, 3]"
02217,,,,"[0, 0, 0, 3, 4]",,,,,,,,,"[0, 0, 0, 4, 3]",,,,,,,,,"[0, 0, 1, 4, 2]",,,,,,,,,"[0, 0, 0, 0, 7]",,,,,
02221,,,,,,,"[6, 7, 19, 32, 22]",,"[7, 19, 24, 18, 13]",,,,,,,"[18, 9, 24, 22, 13]",,"[14, 22, 19, 15, 10]",,,,,,,"[20, 17, 26, 14, 9]",,"[19, 15, 19, 13, 14]",,,,,,,"[8, 18, 45, 11, 4]",,"[3, 12, 49, 9, 5]"
02223,,"[5, 2, 7, 6, 2]",,"[1, 5, 4, 10, 3]",,"[7, 9, 15, 10, 2]",,"[16, 13, 18, 13, 10]",,,"[3, 8, 7, 2, 2]",,"[0, 6, 5, 9, 3]",,"[5, 8, 17, 10, 3]",,"[13, 17, 16, 11, 10]",,,"[2, 3, 10, 4, 3]",,"[0, 1, 2, 9, 11]",,"[3, 4, 5, 14, 17]",,"[1, 8, 10, 21, 27]",,,"[1, 2, 10, 8, 1]",,"[0, 2, 9, 9, 3]",,"[1, 3, 17, 17, 5]",,"[1, 14, 31, 10, 11]",
02224,"[0, 0, 0, 0, 2]",,"[0, 1, 1, 2, 1]",,"[0, 0, 0, 4, 0]",,"[0, 0, 2, 2, 3]",,"[0, 1, 0, 3, 0]","[0, 0, 0, 0, 2]",,"[0, 0, 3, 1, 1]",,"[0, 0, 1, 2, 1]",,"[0, 0, 2, 2, 3]",,"[0, 0, 2, 2, 0]","[0, 0, 0, 0, 2]",,"[0, 1, 2, 1, 1]",,"[0, 0, 1, 2, 1]",,"[0, 0, 1, 0, 6]",,"[0, 0, 0, 3, 1]","[0, 0, 1, 1, 0]",,"[0, 0, 2, 1, 2]",,"[0, 0, 2, 2, 0]",,"[0, 0, 6, 1, 0]",,"[0, 0, 2, 2, 0]"
02229,,,,"[0, 0, 3, 4, 7]",,"[0, 2, 2, 12, 12]",,"[0, 4, 6, 13, 5]",,,,,"[0, 1, 1, 7, 5]",,"[0, 3, 4, 9, 12]",,"[1, 5, 4, 10, 8]",,,,,"[1, 2, 1, 3, 7]",,"[3, 3, 6, 9, 7]",,"[3, 10, 9, 2, 4]",,,,,"[0, 1, 4, 3, 6]",,"[0, 2, 18, 8, 0]",,"[0, 4, 17, 3, 4]",
02232,,"[3, 8, 4, 8, 2]",,"[0, 3, 6, 10, 13]",,"[4, 3, 8, 5, 8]",,"[1, 6, 12, 14, 10]",,,"[5, 9, 3, 5, 3]",,"[2, 5, 4, 14, 7]",,"[4, 2, 6, 9, 7]",,"[0, 11, 11, 7, 14]",,,"[6, 8, 6, 3, 2]",,"[6, 5, 10, 4, 7]",,"[2, 2, 5, 13, 6]",,"[0, 2, 6, 18, 17]",,,"[0, 3, 12, 9, 1]",,"[0, 0, 3, 7, 22]",,"[0, 1, 9, 9, 9]",,"[1, 11, 26, 3, 2]",
02233,"[4, 3, 2, 9, 9]",,"[1, 1, 1, 5, 8]",,"[0, 4, 7, 17, 17]",,"[0, 1, 4, 11, 20]",,"[2, 3, 14, 24, 12]","[3, 2, 4, 10, 8]",,"[1, 0, 1, 8, 6]",,"[0, 1, 8, 16, 20]",,"[1, 1, 3, 11, 20]",,"[2, 6, 15, 16, 15]","[4, 3, 5, 9, 6]",,"[0, 5, 4, 4, 3]",,"[3, 7, 13, 12, 10]",,"[2, 5, 8, 10, 11]",,"[8, 8, 19, 12, 6]","[1, 5, 18, 1, 2]",,"[1, 4, 10, 1, 0]",,"[1, 10, 20, 11, 3]",,"[0, 6, 17, 8, 4]",,"[4, 5, 31, 10, 3]"
02234,,"[0, 1, 2, 7, 4]",,"[3, 4, 1, 2, 4]",,"[2, 4, 6, 6, 7]",,"[2, 2, 12, 13, 3]",,,"[0, 1, 1, 5, 7]",,"[2, 3, 4, 2, 3]",,"[3, 3, 4, 11, 4]",,"[4, 3, 12, 8, 5]",,,"[2, 2, 5, 4, 1]",,"[3, 2, 2, 1, 4]",,"[2, 6, 5, 6, 6]",,"[4, 6, 9, 8, 5]",,,"[1, 5, 6, 2, 0]",,"[0, 3, 7, 3, 0]",,"[2, 3, 12, 6, 1]",,"[3, 8, 19, 2, 0]",
