"filename", "language", "Python", "JSON", "CSV", "HTML", "JavaScript", "CSS", "Draw.io", "Ini", "XML", "comment", "blank", "total"
"c:\Users\BudoB\OneDrive\Dokumenter Tekst\Programmering\DTU_Courses\website\templates\404_not_found.html", "HTML", 0, 0, 0, 6, 0, 0, 0, 0, 0, 2, 1, 9
"c:\Users\BudoB\OneDrive\Dokumenter Tekst\Programmering\DTU_Courses\website\templates\base.html", "HTML", 0, 0, 0, 75, 0, 0, 0, 0, 0, 21, 14, 110
"c:\Users\BudoB\OneDrive\Dokumenter Tekst\Programmering\DTU_Courses\website\templates\browse.html", "HTML", 0, 0, 0, 216, 0, 0, 0, 0, 0, 30, 11, 257
"c:\Users\BudoB\OneDrive\Dokumenter Tekst\Programmering\DTU_Courses\website\templates\course.html", "HTML", 0, 0, 0, 1186, 0, 0, 0, 0, 0, 52, 19, 1257
"c:\Users\BudoB\OneDrive\Dokumenter Tekst\Programmering\DTU_Courses\website\templates\home.html", "HTML", 0, 0, 0, 1221, 0, 0, 0, 0, 0, 20, 13, 1254
"c:\Users\BudoB\OneDrive\Dokumenter Tekst\Programmering\DTU_Courses\website\templates\index.html", "HTML", 0, 0, 0, 1649, 0, 0, 0, 0, 0, 2, 95, 1746
"c:\Users\BudoB\OneDrive\Dokumenter Tekst\Programmering\DTU_Courses\website\templates\login.html", "HTML", 0, 0, 0, 28, 0, 0, 0, 0, 0, 0, 1, 29
"c:\Users\BudoB\OneDrive\Dokumenter Tekst\Programmering\DTU_Courses\website\templates\login_elif_test.html", "HTML", 0, 0, 0, 11, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\BudoB\OneDrive\Dokumenter Tekst\Programmering\DTU_Courses\website\templates\sign_up.html", "HTML", 0, 0, 0, 48, 0, 0, 0, 0, 0, 0, 0, 48
"c:\Users\BudoB\OneDrive\Dokumenter Tekst\Programmering\DTU_Courses\website\templates\test.html", "HTML", 0, 0, 0, 128, 0, 0, 0, 0, 0, 25, 13, 166
"c:\Users\BudoB\OneDrive\Dokumenter Tekst\Programmering\DTU_Courses\website\templates\wip.html", "HTML", 0, 0, 0, 914, 0, 0, 0, 0, 0, 35, 31, 980
"c:\Users\BudoB\OneDrive\Dokumenter Tekst\Programmering\DTU_Courses\website\views.py", "Python", 12, 0, 0, 0, 0, 0, 0, 0, 0, 6, 8, 26
"c:\Users\BudoB\OneDrive\Dokumenter Tekst\Programmering\DTU_Courses\website_launch.py", "Python", 4, 0, 0, 0, 0, 0, 0, 0, 0, 2, 1, 7
"Total", "-", 4662, 50, 8435, 5497, 6, 116, 0, 2, 33, 1632, 1292, 21725
